index,id0,id1,id2,id3,id4,id5,id6,id7,id8,id9
0,0.7019608,0.09803922,0.5882353,0.10980392,0.81960785,0.6,1.0,0.24705882,0.6431373,0.61960787
1,0.7019608,0.09411765,0.5921569,0.10980392,0.8156863,0.6,1.0,0.23921569,0.6431373,0.6156863
2,0.7019608,0.09411765,0.59607846,0.105882354,0.8117647,0.6,1.0,0.22745098,0.6431373,0.6156863
3,0.7058824,0.09411765,0.6039216,0.11372549,0.8117647,0.6039216,1.0,0.22352941,0.6431373,0.61960787
4,0.7058824,0.09411765,0.6117647,0.12941177,0.8156863,0.6039216,1.0,0.23921569,0.6431373,0.61960787
5,0.70980394,0.09411765,0.61960787,0.15294118,0.827451,0.60784316,0.99607843,0.2627451,0.6431373,0.627451
6,0.70980394,0.09019608,0.62352943,0.18039216,0.8392157,0.60784316,0.99607843,0.29411766,0.6431373,0.6313726
7,0.70980394,0.09019608,0.627451,0.19607843,0.84705883,0.60784316,0.99607843,0.3137255,0.6431373,0.63529414
8,0.7058824,0.09019608,0.6392157,0.20784314,0.81960785,0.60784316,0.99607843,0.2901961,0.63529414,0.6431373
9,0.7058824,0.09019608,0.6392157,0.21176471,0.81960785,0.60784316,0.99607843,0.3019608,0.63529414,0.6431373
10,0.7058824,0.09411765,0.64705884,0.22352941,0.81960785,0.60784316,0.99607843,0.3254902,0.63529414,0.6431373
11,0.70980394,0.09411765,0.6509804,0.22745098,0.81960785,0.60784316,0.99607843,0.36078432,0.63529414,0.64705884
12,0.70980394,0.09411765,0.65882355,0.22352941,0.81960785,0.60784316,0.99607843,0.40784314,0.6431373,0.64705884
13,0.7137255,0.09411765,0.6627451,0.2509804,0.81960785,0.60784316,0.99607843,0.45490196,0.6745098,0.64705884
14,0.7137255,0.09019608,0.6666667,0.3254902,0.81960785,0.60784316,0.99607843,0.49411765,0.72156864,0.6509804
15,0.7137255,0.09019608,0.67058825,0.4,0.81960785,0.60784316,0.99607843,0.5176471,0.75686276,0.6509804
16,0.7137255,0.07450981,0.6784314,0.41960785,0.81960785,0.6117647,1.0,0.5647059,0.8,0.654902
17,0.7137255,0.043137256,0.6784314,0.45882353,0.81960785,0.6117647,1.0,0.5529412,0.8117647,0.654902
18,0.7137255,0.02745098,0.68235296,0.52156866,0.81960785,0.6117647,1.0,0.52156866,0.8235294,0.654902
19,0.7137255,0.047058824,0.6862745,0.53333336,0.81960785,0.6156863,1.0,0.4509804,0.827451,0.65882355
20,0.7137255,0.0627451,0.69411767,0.42352942,0.81960785,0.6156863,1.0,0.36078432,0.8235294,0.65882355
21,0.7137255,0.05882353,0.69803923,0.25490198,0.81960785,0.6156863,1.0,0.2901961,0.81960785,0.65882355
22,0.7137255,0.05882353,0.7019608,0.15294118,0.81960785,0.61960787,1.0,0.26666668,0.8235294,0.6627451
23,0.7137255,0.07058824,0.7019608,0.13725491,0.81960785,0.61960787,0.99607843,0.27450982,0.827451,0.6627451
24,0.72156864,0.078431375,0.70980394,0.14117648,0.81960785,0.61960787,1.0,0.3019608,0.8235294,0.6627451
25,0.72156864,0.09019608,0.7137255,0.14901961,0.81960785,0.61960787,1.0,0.29803923,0.827451,0.6627451
26,0.72156864,0.09019608,0.7137255,0.15686275,0.81960785,0.61960787,0.99607843,0.25490198,0.8352941,0.6627451
27,0.72156864,0.078431375,0.7176471,0.1764706,0.81960785,0.61960787,0.99607843,0.24313726,0.8392157,0.6666667
