index,id0,id1,id2,id3,id4,id5,id6,id7,id8,id9
0,0.7075604,0.14310563,0.6131751,0.14364195,0.8220162,0.6218065,0.9867481,0.30753005,0.65807843,0.636804
1,0.6888876,0.09764856,0.5863082,0.11003643,0.8160173,0.59239423,0.9897674,0.23766673,0.6340324,0.60771614
2,0.7036779,0.10536268,0.60430515,0.11927673,0.81784344,0.6058702,0.98864436,0.23648024,0.6475689,0.620658
3,0.7069422,0.10084832,0.6079747,0.119721055,0.8128722,0.6060964,0.98903966,0.23150074,0.6471491,0.6215923
4,0.7085987,0.1054934,0.61379504,0.14473897,0.82211655,0.60536814,0.98892856,0.2476775,0.64594996,0.62196463
5,0.70954084,0.09771809,0.6201548,0.15655184,0.8299948,0.6069593,0.98850775,0.26158577,0.64458454,0.6261563
6,0.71213526,0.09600994,0.62693954,0.18216252,0.8409872,0.6094506,0.98830664,0.29678446,0.6469877,0.6329949
7,0.7098625,0.09492597,0.6300875,0.19106,0.84539557,0.6085428,0.9883015,0.30618116,0.6443544,0.63470024
8,0.70912683,0.09515521,0.6410352,0.20618361,0.8290253,0.6097577,0.987812,0.29419404,0.6387862,0.64413655
9,0.7077631,0.09585354,0.64295506,0.21256113,0.8249802,0.60964346,0.98752606,0.3020125,0.63892156,0.64430726
10,0.7091286,0.09574169,0.6483255,0.2210939,0.8222421,0.6091552,0.9878975,0.32402927,0.6420504,0.6454771
11,0.7095005,0.0935694,0.6519385,0.21701324,0.81875414,0.60755587,0.9875017,0.34986812,0.6326572,0.6457781
12,0.71193624,0.09479067,0.65932184,0.23046416,0.8203429,0.60768783,0.9878564,0.40486476,0.6522052,0.6473312
13,0.7146596,0.093355685,0.665358,0.25306302,0.8213433,0.6086241,0.9872778,0.45457482,0.6781919,0.64971817
14,0.715883,0.086443394,0.6706803,0.3257755,0.82251656,0.60997856,0.9868933,0.4955321,0.72345877,0.65259004
15,0.715176,0.07976091,0.67538214,0.38594827,0.82095355,0.60984874,0.9855329,0.51642156,0.75520384,0.65311575
16,0.71545196,0.06759402,0.68115413,0.4237417,0.8235949,0.61476153,0.9849533,0.5507456,0.79979444,0.6574587
17,0.7163042,0.054847717,0.6828152,0.46754023,0.82278395,0.6132112,0.9838909,0.5415812,0.81878805,0.65808254
18,0.7163325,0.048135847,0.6844931,0.5189168,0.8226398,0.6118341,0.9840021,0.5084006,0.8285395,0.65763074
19,0.7148143,0.052826494,0.69035596,0.5222114,0.82250965,0.6148247,0.98228955,0.45604792,0.8315464,0.66013765
20,0.7153548,0.05875382,0.6993987,0.41780585,0.8234302,0.6184678,0.9819022,0.35871965,0.83021176,0.6624348
21,0.71450484,0.05960843,0.7023268,0.26808077,0.8237083,0.6211635,0.98165447,0.30317324,0.8264059,0.66533864
22,0.71446186,0.06721717,0.7023666,0.17142975,0.82370853,0.6205252,0.9810746,0.27460107,0.8249756,0.66453683
23,0.7158757,0.07223326,0.7013976,0.15089369,0.8225086,0.6174872,0.9791112,0.28310448,0.8257426,0.665191
24,0.72215366,0.07824275,0.70978695,0.15167987,0.8259695,0.6202902,0.9786173,0.30614835,0.82782894,0.6642236
25,0.724486,0.08607358,0.7172377,0.15818816,0.8234494,0.6200583,0.97705424,0.2956445,0.8339515,0.66639
26,0.7236174,0.08939594,0.7184919,0.16732356,0.8232373,0.6214552,0.9763663,0.2559005,0.83904374,0.66786295
27,0.72393876,0.08600345,0.7177568,0.17712778,0.8194924,0.6181664,0.9735335,0.24691099,0.84343034,0.6668148
28,0.7214988,0.09450793,0.71358407,0.22712299,0.82275605,0.61829,0.97331077,0.27521122,0.84391165,0.6687187
29,0.72413397,0.104953825,0.70990646,0.2805043,0.8210665,0.6170613,0.97272736,0.2713198,0.84244084,0.6693086
30,0.7238426,0.103946745,0.71018344,0.32488525,0.8196202,0.6152547,0.9722871,0.2690249,0.8384585,0.6680472
31,0.7261562,0.094552726,0.71478784,0.3185139,0.81310344,0.6178351,0.9710753,0.28378552,0.83643496,0.6732266
32,0.72957164,0.07654673,0.7257359,0.27627158,0.81437963,0.610531,0.971797,0.2683439,0.84029406,0.6783731
33,0.7247262,0.07397914,0.727173,0.22558466,0.850793,0.62470317,0.96886027,0.27023184,0.84162116,0.6775697
34,0.7244032,0.06733695,0.7263849,0.15274864,0.85677534,0.6273126,0.967926,0.28304324,0.8430783,0.67224544
35,0.71960765,0.061791867,0.7247275,0.12552488,0.84923154,0.6290144,0.9633763,0.2798012,0.841937,0.66994643
36,0.7229448,0.057314098,0.7245312,0.12118009,0.84782696,0.6258304,0.9585154,0.27534807,0.8418462,0.66907656
37,0.72673666,0.05372584,0.72705495,0.14049795,0.81878275,0.61875397,0.96186864,0.27314615,0.84221804,0.6722973
38,0.72844213,0.052055538,0.72707725,0.15512624,0.8194668,0.61436516,0.9626747,0.28327367,0.84252876,0.6751726
39,0.72834384,0.05154091,0.73453796,0.16710371,0.856338,0.61891145,0.9623451,0.29671824,0.84467983,0.6721664
40,0.71767867,0.057702273,0.7401502,0.1711869,0.8497816,0.6331632,0.96294236,0.3227881,0.8500705,0.6932819
41,0.7323518,0.058318794,0.7250395,0.15521306,0.86022484,0.62416565,0.9586848,0.32414287,0.8494377,0.6832561
42,0.7399119,0.06059882,0.7174115,0.1770544,0.836913,0.6144272,0.95461655,0.3186568,0.8481215,0.6833575
