index,id0,id1,id2,id3,id4,id5,id6,id7,id8,id9
0,0.6979344,0.22814387,0.60265636,0.24611604,0.7867555,0.5968342,0.98185927,0.33233565,0.6509577,0.6296557
1,0.73027205,0.163575,0.6490192,0.17445117,0.8068521,0.63930845,0.98646384,0.28889638,0.6903378,0.6701651
2,0.7149434,0.19965681,0.62238055,0.21473569,0.8020927,0.61048573,0.9865762,0.3156144,0.66692317,0.64482844
3,0.69920766,0.1870192,0.6005677,0.21095717,0.7906841,0.5879228,0.9829009,0.30173022,0.650425,0.628899
4,0.68856204,0.17289352,0.59365624,0.19320476,0.78503484,0.574792,0.97944784,0.2849645,0.63761985,0.6189925
5,0.70267224,0.17012751,0.60980535,0.2070136,0.7916907,0.59082466,0.9806934,0.28902814,0.6530999,0.6357887
6,0.69957185,0.17189032,0.6170788,0.21103573,0.79031485,0.5908917,0.9807004,0.28639138,0.64976877,0.63829464
7,0.7017543,0.17730534,0.62684846,0.2410397,0.79019266,0.5955864,0.9829656,0.2898128,0.653767,0.6434644
8,0.7064649,0.17374325,0.6448076,0.24078435,0.7900061,0.60445243,0.9853442,0.2851863,0.6603644,0.6544688
9,0.7073845,0.1718291,0.6542445,0.2567575,0.79181606,0.6100904,0.98636496,0.2880435,0.67004895,0.6605637
10,0.7158667,0.17374623,0.6713649,0.25807655,0.79742897,0.6208268,0.98754245,0.2963852,0.6857726,0.6725551
11,0.7096311,0.1690655,0.6687759,0.2660982,0.79429483,0.61716145,0.9869753,0.31162044,0.69094133,0.6683674
12,0.7158325,0.17202449,0.68328875,0.26966625,0.7990784,0.6256294,0.98690474,0.32643172,0.71613914,0.67742157
13,0.73735803,0.19101349,0.70710355,0.3258036,0.8187883,0.6499963,0.9881945,0.38492298,0.74882364,0.7014335
14,0.7243828,0.18251228,0.69945717,0.34178755,0.81253403,0.63526875,0.9873681,0.3724928,0.77381724,0.6898021
15,0.7046358,0.1642507,0.67828983,0.4040217,0.801172,0.61251044,0.98695374,0.37954566,0.7601168,0.6698176
16,0.7009338,0.16040084,0.6778269,0.42877665,0.8035273,0.608391,0.9875225,0.38720602,0.78896165,0.6676084
17,0.70747733,0.15344957,0.6796171,0.48622045,0.8072074,0.61739016,0.9881662,0.40578544,0.7925376,0.67399764
18,0.7190186,0.15754735,0.688946,0.4856438,0.81415796,0.62934935,0.9886207,0.40919763,0.81476456,0.68684494
19,0.7145048,0.15052652,0.67927206,0.44533974,0.8085372,0.6242682,0.9880034,0.3805306,0.81203383,0.6809372
20,0.72745603,0.15620992,0.6928543,0.3950045,0.8159723,0.6384165,0.98820776,0.36313033,0.82599264,0.6952879
21,0.73821187,0.16594583,0.7010243,0.2946381,0.82385564,0.6416047,0.988328,0.32803136,0.83574563,0.70327485
22,0.7377025,0.16610777,0.7003443,0.2913012,0.8232256,0.6349911,0.98750234,0.32855994,0.83791643,0.69917524
23,0.72843754,0.16082233,0.6884453,0.21035528,0.81859773,0.6185689,0.9867807,0.2999585,0.8348552,0.6863632
24,0.7275073,0.15920293,0.68736815,0.20622212,0.8202652,0.6119678,0.98647547,0.3007444,0.83863366,0.6806133
25,0.7227551,0.15636957,0.6920785,0.19493333,0.82044685,0.61087525,0.98578024,0.29325944,0.8389816,0.67306495
26,0.72447777,0.16038793,0.7089087,0.20492572,0.8258111,0.6156114,0.9850169,0.28934085,0.84606403,0.6715563
27,0.7153455,0.15720633,0.7098857,0.22008377,0.8221969,0.60611004,0.98312753,0.27132612,0.8425857,0.6593826
28,0.72354716,0.16363609,0.7320231,0.24223298,0.83048415,0.6184938,0.98210025,0.28603035,0.8514418,0.6676439
29,0.7448883,0.17971736,0.757106,0.31290823,0.8482201,0.63954437,0.9827119,0.31598794,0.86562175,0.6889719
30,0.7340857,0.16792166,0.7531466,0.3043636,0.84514153,0.62321204,0.98013145,0.29228985,0.8601067,0.6750381
31,0.7146013,0.13951969,0.74028015,0.31233418,0.83646363,0.5955907,0.9776345,0.25885332,0.8499986,0.6515492
32,0.7147273,0.13427034,0.7457745,0.29821828,0.8427012,0.5889896,0.97753394,0.26549095,0.8513461,0.65041363
33,0.72243667,0.12963724,0.7488854,0.27141508,0.85900325,0.5984275,0.9767517,0.26580906,0.85350496,0.6657587
34,0.7358726,0.13545054,0.7582328,0.26001114,0.8771256,0.6137119,0.9749215,0.27039587,0.8570576,0.6915982
35,0.74127644,0.13751554,0.7563781,0.21774024,0.88752246,0.62325394,0.97414696,0.25992304,0.8559415,0.7052444
36,0.7478549,0.1375007,0.755988,0.21465832,0.8988738,0.6334958,0.97207344,0.25721276,0.8556754,0.72157234
37,0.7530641,0.13813177,0.7600557,0.203928,0.89779747,0.64629793,0.9654189,0.25992382,0.8569325,0.7310148
38,0.74339247,0.13676798,0.7488066,0.21070427,0.89000094,0.64058226,0.9535906,0.26511288,0.84894,0.7247177
39,0.74488604,0.12946463,0.74016786,0.20429063,0.87715393,0.638558,0.9334433,0.26922223,0.8500796,0.7236631
